user_pseudo_id,days_of_browsing,t_clickcategory,t_viewcourse,t_search,t_sortfilter,t_viewteacher,t_clickbuy,t_clickproceed
240616361.1654434326,4,5,51,2,,3,1,1
306195617.1647873599,1,3,4,,,,1,
9a054661-a9ac-4ef3-8b34-64978173b030,2,1,4,,,1,1,
1130704516.1634891996,16,2,45,,,,4,4
1520133337.1640973932,1,,,,,,1,
554800810.1639708381,4,10,17,,,,1,
414852567.1649041449,5,4,16,,,,1,
1423801743.1652444724,1,,4,,,,2,
1816006738.1643897549,6,1,65,4,,,1,
1207857856.1650030234,18,12,65,,2,,1,
907083838.1641020939,1,,,,,,1,
2100090590.1647175554,5,1,32,1,,,2,
59a5eaf50e126664e7000777,2,,5,,,,1,
1246716428.1646993041,2,,17,,,1,1,
1406820978.1582513333,3,,38,,,,1,1
2088547353.1651115013,25,18,280,,2,1,1,
5898893c6029b32d3e000000,1,2,4,,,,1,
1185130371.1644470594,4,3,52,,,,1,7
1299590033.1647832258,2,10,15,,,,2,
5e1e9ed5cb5acb31d77529a3,7,,28,1,,,1,
773528194.1651744035,3,16,19,,2,4,1,
156419501.1646470238,2,1,3,,10,,2,
1632478165.1644937215,3,1,28,,,,2,1
1776631497.1652957522,6,,32,3,,,1,1
770314378.1639036470,3,,41,3,,,1,1
592770477.1647608410,3,13,19,1,2,,1,
8fda9cd2-dc9c-44bb-af97-3f4832e3cc4e,2,,7,6,,2,3,2
58f8d594-4754-453d-9b19-a94caf976a44,2,,4,,,,2,
811473471.1648732422,1,,3,,,,1,
2022086590.1654003419,2,2,8,,,,1,1
1055484020.1650074710,6,2,25,,,,1,
1097473230.1646563103,1,,9,,,,1,2
1598310113.1643019786,2,,10,,,,2,
1599171722.1644048412,1,1,23,1,,,1,
607295634.1644844536,1,,41,5,,,1,
1371941514.1642478024,2,7,106,,,,2,2
116149009.1648632834,7,16,46,,4,1,2,6
59135743.1652692329,5,10,38,,,,1,1
59e9f9670e12664ea3002079,6,4,9,,1,,1,1
313930460.1647785710,1,1,2,,,,1,
eb27a2d3-8436-49ae-a814-74dc7993cdef,7,15,21,5,5,,2,2
1054735043.1642298126,1,,5,,,,3,
332282524.1648434580,1,1,5,1,,,2,
2141176557.1648351988,2,,29,1,,,2,
5b701f34a9fa4c61359c697e,1,,1,,1,,1,6
1124217208.1648528027,1,1,2,,,,1,
1248458043.1652206703,4,5,20,,,,1,1
1972131495.1640225916,3,3,29,2,1,,1,
333520749.1646301270,1,,22,3,,,1,3
5fb329aa97b2780e7e65e709,4,18,15,6,4,,1,
592b7d2be7e9dd491b001e2c,6,4,12,,,,2,2
569746424.1645778307,20,31,42,,,,4,
5c66c679da14b70030e1773e,3,1,36,,1,,1,
702269434.1640031735,14,,66,,,,1,
62202659.1646568188,2,9,21,,,,2,
1171415651.1649317991,3,,9,1,,,1,1
1411860490.1639548891,5,,49,,,,1,2
c14e3771-8b14-486d-a88a-0dbfee594a02,4,16,16,,8,,2,2
1768058899.1645277241,8,7,39,,,1,2,1
1492968407.1642404113,6,14,103,,,,1,
1305593092.1645709607,12,,49,1,,,2,
526789792.1652275343,5,,34,14,,1,3,5
600671fe97b2784d38783e36,6,1,14,,,,1,
ffbb9fb0-9b0f-4d28-99d3-ff5fbbd47f1c,3,4,7,2,,,1,2
1844261327.1641292392,6,14,137,1,,,2,1
1981095467.1650126284,2,,11,,,,2,1
57afe6b09a311419c3000293,1,11,7,,4,,2,
1692807073.1646721101,2,,12,,,,1,2
b6c3be0e-c709-462a-9755-a43bcca233b7,3,9,10,1,,1,1,
1066245996.1643801256,6,8,137,6,5,,1,1
727318190.1625997423,2,1,10,,,,1,
1697758967.1644901962,2,4,30,,,,1,
784806118.1644189894,4,,13,1,,,1,
804809890.1630142167,7,1,59,5,,,2,2
1448748179.1647921005,3,2,16,,5,,1,
1048307946.1641600145,2,,8,,,,20,
1093185262.1650293695,1,3,3,,,,1,
1340478370.1648530694,5,8,17,,,5,2,
1989027075.1648909212,1,,4,,,,1,
1800295419.1647512539,2,4,9,,3,,2,
1383607683.1641981347,2,,3,,,,1,
388685926.1644004402,2,2,15,1,,,1,
2116900691.1643464281,11,,72,3,,,1,1
587a24ee9a311434a1000138,6,12,17,3,,,2,
1639084726.1642738267,6,1,239,4,,,3,1
259244410.1639657915,9,1,26,,,,1,1
453704369.1645023956,8,4,41,1,,,1,1
b175b5bb-4269-4a7b-b413-fb55dfa7f967,2,2,12,4,1,2,2,2
1600242662.1648036667,2,1,6,,,,3,
1358938752.1647595956,4,7,22,1,,,1,1
457387042.1645150295,2,4,45,7,,,1,2
1007345080.1647439993,2,3,5,,,,1,
1830924806.1642275622,2,,3,,,,1,
1579712590.1647697017,20,21,140,,4,,1,
1740787401.1642664095,1,3,44,2,,,1,
589983676029b310d600024e,4,4,13,1,,,1,1
735218830.1653961034,2,,13,2,,,2,2
1909323930.1649856165,1,1,7,,,4,2,
1622933624.1649493386,11,,45,4,,,2,2
5bcf04a69f7bfc0e2e00390e,4,12,21,,9,,1,
5d3d4a455962b477df0892a9,10,,22,,,,2,
733371757.1639785810,15,16,75,2,,2,1,1
751328271.1632365334,3,6,90,5,1,1,2,2
1014318669.1643878439,1,8,60,,1,,2,7
1074527568.1648612145,1,2,4,,,1,1,
1167728088.1645708440,18,2,107,8,,,1,1
743592394.1641014348,1,,,,,,1,
115881069.1653585998,1,1,2,,,,1,
1213763049.1639708860,5,,19,,,,1,
1828728517.1649910889,5,,12,,,1,1,
1517027089.1654142215,1,4,8,,,,1,
1844203249.1647452695,4,3,22,1,,4,1,1
1903444302.1644560618,7,1,237,4,,,1,1
231768688.1636040708,16,29,171,47,4,3,1,
572d9da39a3114498c0056d3,3,23,23,2,2,6,2,2
919611079.1650773817,1,2,4,,,,1,
1426147955.1648586350,5,29,63,,,1,1,1
651599375.1645516059,8,6,47,4,,,1,1
955579477.1647944374,2,,3,,,,1,1
129986334.1653889827,4,7,14,1,,,1,
662613760.1644465427,5,,56,1,,,1,
5b94fb7da9fa4c611d9df7f2,9,,18,,,,2,
1709021597.1642941916,2,,7,,,,1,
1787b763-2ae1-416b-b2c1-bd1ec2388e45,2,1,3,4,2,,1,1
760685306.1652612543,1,5,7,,,,1,3
8a34bf13-e9d0-479d-a816-dde161c194bc,2,1,2,,,,1,1
694378834.1642135523,1,1,15,,,,1,
1339128703.1637135229,1,3,5,,,,1,
1465624708.1653878860,9,20,70,4,,1,1,
dd5256a3-35dd-4643-b15a-1da1679673e3,10,1,22,,,,1,
2000765384.1648271849,1,2,5,,,,1,
222389548.1638418295,13,8,72,23,3,,2,
1226728401.1646842215,1,,3,,,,1,
1780593800.1620734962,5,12,18,2,,,1,
59c641581ee76e52f20031e5,4,1,9,,,,2,2
1926322542.1641801528,5,1,20,,,,1,1
313887788.1637743371,6,,27,3,,,1,1
253406090.1652355813,2,,4,1,,,1,
1828913763.1636563042,8,,70,,,,1,2
5c2592f9bec57c0001fd7d4a,8,2,29,4,1,,2,
5dd8d634cb5acb31d772a0cb,4,1,29,2,,,2,2
344931869.1644933387,4,,27,,,1,1,
82c566f9-b1c6-4ff0-b84a-7975e4c57c30,1,,16,,,,1,
1926842609.1648176264,3,4,9,,,,2,
2055512.1650073288,2,53,46,1,,,1,
589d91606029b35138006cd2,4,7,11,,,,1,1
666730752.1642864073,4,8,95,,,,1,1
862697992.1641183381,17,1,79,3,,,1,
1953227473.1652875283,4,5,6,,,,1,
662440451.1646406651,3,18,591,,,,1,
28500626.1643165226,5,4,98,,,,1,1
ffdee926-41f1-452f-af18-e6ab780f48ec,2,,4,,4,,2,5
1714992674.1643451860,1,,7,,,,1,
2025772339.1645977985,3,2,8,2,,,1,
737572438.1640994974,1,,,,,,2,
5c4fff6c4f27e85e780000ec,1,2,6,2,,,1,
174583230.1649222530,1,,17,3,,1,1,
2002718137.1642734150,14,12,81,4,2,,2,
5e744447cb5acb161a1edf4a,4,4,7,,,,1,
718151251.1637761771,14,9,208,1,,,1,1
c3fbf038-f309-4a3b-bb5d-c474c1b6eb69,2,,1,,,,1,
1239495161.1645457783,16,11,50,4,,2,1,2
1709657244.1652540711,3,19,18,,,,1,
1785020509.1646759174,2,1,4,,,,2,
1094674078.1650194590,2,,9,,,,1,
678488073.1639201730,17,,185,9,,,2,2
1791014909.1650512073,3,,7,,,,1,
516876527.1650702916,6,,28,,,,1,1
625566304.1641261915,1,,,,,,1,
2092504366.1647628365,1,1,3,,,,1,
1091778235.1654759435,1,2,5,,,,1,
3c96adb0-16b1-47de-abc1-2b7fc03e3d6b,1,2,5,2,,,1,1
5ff7ed99cb5acb31a8acd488,15,3,35,1,,,2,
5d14399a5962b43a40af81a1,2,1,4,2,,,1,
5654414abcb77a5fe9000109,1,,13,5,,,1,
1388729666.1644891643,3,3,34,,1,,1,1
1163343364.1645455428,2,4,46,,,,1,1
1512328212.1649071998,1,5,7,,,,2,
5d6527b65962b418bde7b729,8,20,23,6,1,3,2,1
5023788a-c7e7-4a84-bddd-f6931cfc96f1,21,6,51,1,,,1,
1533474789.1646471876,1,2,3,,,,17,
38218738.1642205831,4,1,23,2,,,1,
47d8b03f-6107-4f9b-8b51-a2b55363ae2a,3,,9,1,,,1,
87098689.1644823975,6,,65,1,,,1,1
1602304110.1642423603,1,2,51,,1,,1,
1743144152.1642510852,1,2,51,,1,,4,4
1764445617.1599728210,2,,58,7,,,2,2
1912393414.1625412325,6,4,39,2,,2,2,1
9742a81d-50ee-47be-b569-85f5d79368f0,3,,4,1,,1,1,
5fae62ef97b2783a258ad6e8,1,,42,,,,1,
742373595.1639631460,2,,5,,,,1,
1649196244.1654646652,1,80,93,,4,,1,
942841750.1641035516,2,,,,,,2,
1421983870.1645600800,10,21,78,,,,1,2
1820004084.1648358131,2,5,22,,,,1,
5d6e22dffbb0e1005ddee370,3,4,25,2,,,1,1
601794054.1648458099,10,1,15,,,,1,
61e43a0e4b6eef004fc76576,2,12,28,,,,1,1
506070016.1650251219,1,,4,,,,1,
685518841.1644966167,1,,6,,,,1,1
1904594443.1645605212,7,4,44,,,,1,
992493418.1648712727,4,21,42,,,1,1,
1129858424.1649844412,2,3,3,,,,1,
917882080.1649076593,6,2,15,,,,1,
1616801449.1646726901,3,4,7,,,,1,
1702266502.1644760740,5,6,105,,,,2,
57319f6b9a3114514d002c8b,1,,9,3,,,1,2
1726728325.1650394032,3,5,26,,,1,1,1
1789043295.1641385958,1,,,,,,1,
fbcf7d4c-19c8-408a-9cc1-26a5969c9902,13,10,39,3,,,2,
58e75ddde7e9dd265600067a,1,14,9,7,,,3,3
1055720733.1652629386,3,,13,1,,,1,1
14347973.1646812527,20,8,229,2,1,,1,
280305202.1644820384,2,1,6,,,,1,
5aec0feb9f7bfc35580004dd,3,5,15,3,,,2,
2110457807.1643020742,1,,5,,,,1,
177152048.1648380004,5,3,23,8,,,1,1
1053093018.1650074711,1,4,9,3,,,1,1
504632535.1652260483,5,,17,1,,7,1,
1613342455.1651387068,1,4,7,,1,,1,
1029577656.1646369251,6,13,30,,1,,2,
1897149701.1646143860,4,17,44,,,,1,
2142752099.1580871047,11,1,55,12,,,1,
318724016.1630947434,10,,99,,,,1,
588385885.1643262236,21,3,221,7,1,,5,5
112291550.1648434293,1,6,10,2,,,1,
5b6b9b1f1ee76e02ac000586,1,,4,1,,,1,1
1237146676.1645223198,25,11,70,,1,,2,1
2048820780.1645436840,3,2,33,1,,,1,1
1357385863.1644630861,4,2,178,1,,,2,3
453085868.1646705465,3,2,4,,,,5,
58fd67079a31140b8500075b,6,,19,3,,,1,
5e366a6c97b2780cdecbbf76,14,3,56,15,,2,2,5
419987793.1644763209,2,8,49,2,,,1,1
271009030.1650554571,7,,14,1,,,1,1
5c46a9291ee76e1b94000152,2,1,4,,,,1,1
5dd6761197b2780cdeca9e10,10,,77,,,,1,
1891723856.1638719927,4,9,27,,3,1,2,
940f87a6-6e0c-4391-9529-e5a9854b81ff,5,,32,,,,2,
94535818.1649380838,1,3,9,1,,,1,1
1281162191.1630587644,5,12,34,,,,1,
318145018.1652220821,1,7,25,1,,,1,
52234420.1642822594,2,,27,,,,10,
592e082ee7e9dd7010000d5e,4,6,26,5,1,,5,5
691890912.1637771757,5,37,145,31,,2,3,
140904167.1642387346,11,5,154,1,,,2,
57fc4fbde7e9dd21a5000333,5,4,16,1,,,1,2
902220381.1651637126,6,4,15,,,1,1,
1277002628.1647287129,2,22,29,,1,,1,
4497068.1641016598,1,,,,,,1,
c84293a1-2a80-4b63-868b-cd59f4530c2e,1,12,10,2,,,2,2
1304308276.1647000746,2,,5,,,,1,
1293301415.1647290121,1,4,5,,,,1,
1411177357.1646484865,1,2,4,,,,1,
560426875.1640994257,1,,,,,,1,
1726033015.1595296616,14,133,92,,2,5,2,
5bb616b0a1f13e0030c303eb,3,2,4,,,,2,1
1922048703.1646785136,1,7,25,,,,1,
1033231297.1644590161,5,7,15,,,,1,
1579868332.1642071114,4,,22,1,,,2,2
51160121.1642933640,3,,8,,,,3,
579c2e88e7e9dd11270023b1,6,18,24,,,1,1,1
209069425.1645670331,6,2,15,,,,1,1
3163661.1645528475,4,7,13,,12,,6,
100269984.1644966527,1,1,7,,2,,2,
5be2a0a44f27e806d4000879,3,,2,3,,,1,3
6c601eae-a642-4f03-a38d-467f08f03884,1,,2,,,,1,
1545198143.1650967185,3,18,16,,,1,1,
1771082379.1652708707,9,13,54,2,,,3,4
197282758.1646812807,1,6,4,,,,1,
581410819a31142db00003c5,4,7,18,4,,1,1,1
5ba37bbd1ee76e5e360054d6,3,,9,,,,1,
1676381548.1643033954,1,,7,,,,3,
1d653e8e-0c36-40e3-b29a-7b781a6f647f,1,,1,,,,1,
59f7bebb0e126630c4003483,14,14,55,10,,8,1,2
1422639950.1643979045,2,1,16,,,,1,1
2049148942.1654090048,1,12,8,,1,,1,
2133682601.1636423646,2,1,5,,,,1,
373193083.1650770714,1,9,17,,,,1,
5ce4e32551d08461b100008b,2,6,8,1,,,2,
1152195889.1613576157,3,4,15,,1,,1,
1573348493.1644380814,1,,13,,,,1,1
5c73f3801ee76e3fcd000e89,1,,4,,,,1,
841401979.1641455465,1,,,,,,1,
243817924.1647846413,3,4,56,,,,4,
57836b7f9a31145648003b49,2,1,6,,,,1,
284163490.1647253555,3,4,19,4,,,1,1
1666512822.1651920698,1,,2,,,,1,
807814561.1641713708,1,,27,2,,,3,3
eab6545c-d22b-40e1-bdf6-cd5ac13e106b,5,,31,2,,,3,2
626391236.1643120205,1,,14,,,,1,
486117100.1641803770,3,22,150,,7,,1,1
922345104.1654418299,1,,6,,,,1,
637642777.1646189378,6,2,9,,,,1,
2046885891.1644194029,6,3,91,,,,1,1
967273190.1648387806,1,1,2,,,,7,
5d46438c5962b477df094ba8,12,28,77,,,2,3,4
13a28682-1533-4ff6-b5f9-0fc04dac74a5,4,12,5,,5,1,1,
1582301776.1563904918,3,6,12,,,1,1,
307477101.1641745108,8,,103,8,,,5,6
786236797.1644456110,7,21,289,9,,,2,6
180089352.1610101482,12,19,142,,,1,2,1
5d78517497b2787cc7649169,7,60,68,2,36,,1,1
814507658.1648645480,4,6,13,2,1,,1,1
1004790627.1636517005,2,,96,4,,,1,1
660339081.1651471739,1,,2,,,,1,
61060d9952ccca00440d7b4f,7,18,142,1,1,,2,
689471027.1644571950,5,1,46,,,,1,1
693173487.1640357388,4,,14,4,,,1,
216676091.1653404767,2,,10,,,,13,
1052870261.1646304575,3,7,11,,7,,1,
870cc62e-1d96-4673-9852-b6c7029b3c8e,3,13,19,,,1,2,4
96934000.1639721118,12,15,114,2,,1,1,1
1588988494.1625629532,16,,28,,,,1,
1684690181.1641557087,1,,3,,,,1,
1591980756.1646326500,1,4,9,,,,1,
1703738107.1647498578,2,2,4,,,,1,
215953271.1642105568,1,2,5,,,,1,
326064178.1653581606,2,1,17,1,,,2,1
59f5d8b2a9fa4c425fe7ea59,7,3,42,16,1,2,2,1
1635951738.1654575510,3,5,34,,,,1,
512711966.1642961739,1,,2,,,,1,
1572432887.1648614524,1,3,7,1,3,,1,
1862240131.1642169610,7,4,171,4,,,1,
1742299712.1646830006,1,,8,1,,,1,1
1913171864.1641005294,1,,,,,,1,
1019474616.1647700687,2,6,10,,,,3,
1801188951.1644580470,1,,13,,,,2,
1090639310.1647681766,3,6,7,,,,1,1
2144953446.1642133551,3,3,22,,,1,1,
1443071329.1645633472,3,2,64,2,,,1,1
2071562205.1649604973,2,20,26,,10,2,1,
1315497713.1646403537,3,4,6,,,,1,
1377398410.1644459789,1,43,484,1,2,,2,3
826053474.1646226423,4,26,57,,6,1,1,
1834790007.1648172815,1,,6,,,,1,1
5a7b23071ee76e2ccd00078c,5,,15,5,,2,3,2
79633324.1642499036,4,2,100,3,,,3,3
1401722614.1644076140,6,5,119,,3,,1,1
1523910916.1647786531,4,,14,,,,1,
1043725056.1646810327,3,3,10,,,,2,
395726129.1647095302,2,1,15,3,,,1,
412404701.1637747871,2,3,49,,,,1,3
582d54779a31142e8900010f,15,1,85,,1,,4,
1627631755.1645586556,3,3,63,,2,1,1,1
455585404.1643013558,7,9,80,,,,1,1
5ee25b375962b434cb273b59,2,20,49,2,5,,2,
1465282791.1647428543,5,,22,4,,,2,2
1954129227.1647598926,3,7,11,,3,,2,2
275374441.1642080988,8,1,92,3,,,1,2
5be642022589226b3571ea10,5,,35,,,,3,
1222677819.1653493400,2,12,15,1,,,1,
c9d76ef0-85ed-4e15-beca-0cf29578edd6,1,,3,,,,1,
1938671656.1642087151,1,,2,,,,1,
10433733.1650585681,1,1,2,,,,1,
1767317440.1642320253,2,1,6,1,,,1,1
2104239735.1642090016,9,22,15,,,1,1,
f47fc55b-1853-46a1-b2bd-ee1bfa5f5a7a,1,,9,,,,1,
1559871908.1642048511,5,,31,1,,1,1,
52a0a5c7-d328-4932-b52a-74c44c3008c9,7,18,28,4,18,5,5,6
5c67fd294f27e861c00008d3,3,,18,,,,1,
660566426.1641562508,1,,2,,,,1,
b19b6856-300e-4f9c-a0aa-e27d68501b2b,4,2,8,,,,1,
1976346596.1650868753,3,,9,,,,1,
887182621.1654261768,2,1,3,,,,2,
1687276145.1636900663,2,13,17,,1,,1,
1232114323.1648463076,3,2,3,,,,1,
1404957241.1632822372,8,4,192,5,,,3,4
433696694.1648004461,1,4,6,,1,,1,
5c3ee616711a630030d45e0d,8,12,18,2,,,1,
5d3fb8565962b477df08bde7,2,6,14,,10,,1,1
439340598.1644285023,1,,5,,,,1,
1304012535.1643991299,10,29,121,1,,1,1,1
1311184909.1644222636,4,,175,8,,,4,
75a50f8c-f0a9-4c18-95cf-aeac0994f3e9,4,2,16,1,,,2,
1284195589.1652753737,1,,2,2,,,1,1
79660894.1640158111,12,13,99,,,,1,1
5f49ed1b97b2787d6bbe69ce,2,4,9,,,,1,3
709166291.1647401890,1,3,5,,,,4,
d0ff28cd-d5ab-4b09-b82c-7396df89da0c,1,,12,,,,1,
5a2011a00e12666ce80003df,2,1,4,,,,2,4
1304219082.1644124985,3,4,104,,4,,1,1
301698363.1645149803,13,43,57,,6,4,2,1
5a8120c59f7bfc38180011df,3,3,8,2,2,,3,1
1528301000.1642126757,1,,2,,,,1,
2030265849.1651148818,2,2,3,,1,,2,
343049950.1649313957,8,15,35,1,,,1,1
1742835008.1653553588,1,,3,,,,1,
5c07af101ee76e3343000006,15,27,53,,,,1,1
e29350d9-2838-4530-9b5d-abf453a7e8d1,1,10,5,1,3,,1,3
1018878397.1647831496,1,1,4,1,,,1,1
2068667355.1651768445,2,7,13,,,1,1,
5e460e7e5962b469c1f334aa,13,15,45,1,,,5,4
677328390.1653361661,3,,5,,,,1,
2035509185.1642521360,1,,5,,,,1,
214727727.1652170746,6,12,27,1,,,1,
1591362205.1642647567,13,6,103,,3,,1,1
56553d9bbcb77a0633000028,1,4,8,3,,,2,2
656428064.1653125046,7,1,56,4,,2,2,1
967109379.1642335496,1,,1,,,,2,
427756987.1644930599,7,2,69,,2,,1,1
961933586.1641478322,7,2,24,1,,,1,1
1615520133.1646647766,2,,10,1,,,1,1
5845299a9a311426f90004a4,5,,38,,,,4,1
6140481378214600390a0e79,1,1,2,,,,1,
868633073.1642392771,1,,1,,,,4,
785701880.1646032537,5,12,32,,1,,1,2
850043548.1641885951,2,,6,,,,1,
2006668978.1647122618,1,,9,1,,,2,2
5a24f7841ee76e1996002d0e,5,,21,,,,2,1
61e7e147337aa4004a37a759,6,4,27,,,,1,
18079757.1633008931,14,,134,10,,,2,1
1928132456.1641101321,1,,,,,,1,
2133773025.1636040497,4,8,13,1,,,1,
597081089a3114275800013d,3,11,12,1,,,1,1
5dd6b0a197b2780cdecaa289,4,1,7,,,,1,1
1952955799.1641484063,1,,,,,,1,
327896070.1642669777,4,7,89,,,,2,3
5ffb2af15962b43f6826819c,1,,6,,,,2,
935505307.1652415681,1,,2,,,,1,
1406292064.1638415842,4,1,12,,,1,1,1
302538967.1642642141,4,,30,,,,8,
58463a16e7e9dd0afb0001d2,1,3,6,1,1,,1,1
5be92f3a0e1266705e0001d2,2,1,3,,,,1,
1000616691.1647438971,9,11,33,1,,,1,1
5d6106a2cb5acb6684000465,9,16,39,2,2,3,2,
965886177.1649590796,7,31,42,1,3,,4,
966602836.1642073667,2,,5,,,,2,
1303272623.1652088667,1,,7,2,,,2,1
1282237647.1644736232,3,1,30,,1,,1,
375992937.1641728081,1,,5,,,,1,
1432739594.1635154842,6,,30,4,,1,1,
220770749.1646991329,4,23,31,2,,,1,
674155391.1647565074,2,12,22,,,,1,
899649676.1652845352,1,1,2,,,,1,
288970226.1646754139,1,1,2,,,,7,
5acf39431ee76e131e000038,4,16,11,1,,1,1,
5c191d8a9f7bfc44cc00096e,3,9,11,,,,1,
ba038d2c-61df-43d9-bbed-856bb9560658,2,6,7,,,6,1,1
1559264877.1645952936,7,10,19,,,,2,
427992306.1644634157,5,4,25,,,,1,1
878319893.1650258113,6,,14,,,,1,
473413304.1644549677,7,4,82,,,,1,7
582cfa60e7e9dd0708000078,1,2,8,3,,1,2,2
1112387356.1644466323,1,,7,,,,1,
1304417883.1652811753,7,,69,,,2,1,2
1614517240.1654387742,1,1,5,,,,1,
154598247.1644981859,3,2,19,2,,,1,
229529592.1645795558,1,,13,1,,,1,
1497422276.1649865058,7,4,35,2,,,2,3
52689613.1629708367,3,12,23,2,1,,1,1
1151679243.1654366668,1,3,8,,3,,1,1
1209401858.1641265992,2,,6,,,,1,
1610605312.1643164288,1,2,14,,,,1,
57824f65e7e9dd7ec301320c,4,1,7,,,,1,
1129143444.1650086741,1,2,6,,,,1,
594a70fc9a31144f22000074,1,,2,,,,1,
1825641755.1646145307,31,9,115,1,,,2,
2117525674.1652815234,1,,6,,,,3,
203330752.1641527223,1,,,,,,1,
5aa24ebc0e12664f53001324,5,,8,,,,2,2
1192974589.1641112988,7,2,138,2,1,,3,
e5e63659-1c16-4381-bcbd-c09c6693fe7b,3,1,1,3,,,1,1
1461161418.1646190159,3,12,20,1,,,1,1
1086630785.1651854785,5,2,34,,1,,1,
1077301995.1633913018,7,10,74,,,,1,1
751319781.1648170043,1,4,6,,,,1,
573146480.1643119685,10,15,153,6,,,2,2
178390568.1638874302,3,,9,,,,1,
181229410.1645154942,3,,78,4,,,1,1
1714005083.1642918888,6,,41,,,,8,
2001484973.1604714371,11,51,44,4,,2,1,
687517042.1648813030,9,57,50,,,3,1,
2072597186.1642419219,2,,8,,,,1,
1560004067.1641391515,1,,,,,,1,
1795689639.1644250096,1,2,28,,,,1,1
443267766.1648150569,1,,2,,,,1,
1474602032.1646899633,1,3,6,,1,,1,
627200825.1646208083,2,1,3,,,,2,
353118326.1646327250,3,2,9,,,,1,
59feb7490e126663fd001695,4,22,22,,,,2,3
1811548592.1642426116,1,,5,,,,1,
374932903.1635484504,2,,38,1,,,1,1
1899577787.1646801528,8,13,47,16,,,1,
5ab9e1399f7bfc3d4a000b27,9,7,18,1,1,,1,1
1246620005.1649558223,1,3,3,,,,1,1
1657942942.1642609172,9,,78,,,,2,1
265594052.1652100230,1,2,12,,,1,1,
17da27da-29e3-462e-94ec-cdd326900062,2,,21,,,,2,
5c3c91f91ee76e64bd000171,2,10,10,,,1,1,
674203290.1654529008,1,,8,3,,1,1,
2028463755.1642697296,1,,9,,,,2,
93604544-d641-4989-8504-94d1e471e555,2,2,7,1,,1,1,
1056260972.1645283058,2,2,106,2,,,2,3
2133608150.1642663138,1,,19,,,,2,2
1399657252.1647012272,1,11,10,,,,1,
144827017.1644218831,3,8,220,2,,,6,2
543415349.1584871750,15,,66,4,,,1,1
1361246275.1642662567,1,,35,2,,,2,1
75957801.1641214953,3,,25,,,,2,
1866705701.1647217089,1,6,24,1,,,1,
3e0272a2-557e-454e-bfe7-341dc1534b13,4,1,11,4,,,2,3
208819348.1641208347,1,,,,,,1,
7820ff71-ebfb-4747-9e3f-7cd3edb19237,2,2,44,11,,,4,5
2044548747.1637747867,6,,66,,,,2,2
775083136.1644402378,1,,5,,,,1,
148189263.1651065006,5,2,21,1,,,1,1
1183317477.1604047932,9,16,171,2,,,1,
80618923.1647775387,1,14,15,,,,1,
159981148.1642236156,2,5,59,,,,3,
5fad0a855962b461ec5fb54f,2,,3,,,,1,1
2083333560.1630586571,9,8,115,6,,,1,
469439450.1643157040,1,,10,,,,1,
849012645.1641508215,1,,,,,,1,
2010027966.1641442812,3,,2,,,,1,
614739119.1637119782,4,,16,2,,,1,1
1117838127.1644379378,1,2,56,2,2,,2,1
5cc9ac2762d8945c950060ee,8,12,35,,12,,3,1
637122981.1646292161,5,,20,2,,,1,2
c83adb6a-6c94-41d9-b34f-08c7d4dcdf46,7,3,34,,,,2,
1448076431.1642382279,1,,5,,,,1,
1741852685.1645436535,3,,18,1,,,1,
389743639.1641432938,1,,,,,,1,
5f0fbbb5cb5acb59bba4d627,5,33,56,3,36,3,1,
1346663696.1645587102,7,16,32,1,3,7,1,
1563435162.1650180988,1,,4,1,,,1,
4467ceb8-e0a4-4f05-a020-e42329cdb4eb,2,7,5,,,,2,1
468042493.1651494433,2,2,3,,,,1,
dde78ad5-1ccb-4c57-946b-6748b4ee44dc,2,7,13,,,,1,
235627065.1583764339,1,,26,,,,1,
5e1746b05962b469c1f12ae0,6,2,34,9,,,1,
737143684.1601632741,6,17,157,,1,,3,1
a2ab4723-ce2e-4a42-999e-123e330edacb,1,1,1,,,,1,
2106978559.1651402194,7,18,69,,,,1,2
5ae1d9784f27e84a0f0001e5,4,,3,1,,,2,3
5b55a196a9fa4c4cc2214f6c,3,,6,1,,,1,1
1393478078.1649957480,1,1,14,5,,,1,
64984037.1641562469,1,,1,,,,1,
935251413.1653903810,1,1,3,,1,,1,
32130168.1642042999,2,,16,,,,2,
421950404.1645169523,4,32,62,5,1,2,2,1
574cf3bae7e9dd168f00787d,2,3,7,,,,2,1
1511181248.1652312499,4,10,21,,2,,1,
5832781b9a31142f660001ec,8,14,49,5,,,1,1
718071571.1649924482,2,1,13,3,,,3,1
1882668139.1647843865,3,13,16,5,1,4,1,
1642997118.1644133614,1,,15,,,,2,
171457643.1652114818,6,2,20,3,,,1,1
278729540.1642246592,3,,3,,,,7,
1134539033.1641742252,1,,2,,,,1,
1151398922.1641652158,1,,1,,,,1,
5bb492f64f27e86e04002583,5,3,11,,,,1,
851156244.1643825360,9,,83,,,,3,1
b181d9e7-a1dc-4157-8544-f7fdf1b80eaa,1,,2,,,,1,
1132109767.1641386135,1,,,,,,1,
1193992255.1649863239,4,10,59,7,,,1,
2043482603.1647068494,4,3,15,1,,,1,
598da34f0e1266727a000390,1,3,6,,,1,2,4
5e8fd6ca5962b4344e3f33a3,7,10,11,,,,1,1
180617396.1643193616,1,,20,2,,,1,
5e5e0fd4cb5acb31d776f4d8,3,26,35,,2,,1,
