user_pseudo_id,days_of_browsing,t_clickcategory,t_viewcourse,t_search,t_sortfilter,t_viewteacher,t_clickbuy,t_clickproceed
1209263211.1648479889,7,2,21,2,2,,1,2
1394781190.1637923008,38,1,194,,,,1,
57d41e05e7e9dd6af300012a,1,1,4,,3,,1,1
5cfa86085962b43a40ae17e0,6,,13,2,,,1,
638526983.1642001666,2,,4,,,,1,
1815507684.1650256132,3,17,24,,,,1,1
1943676952.1650518402,2,,4,,,,1,
883244585.1649410840,1,,2,,,,1,1
924411560.1593336852,25,43,188,8,6,,1,1
0d3c8dbd-c665-40d0-8e38-71f5f1cd92d9,3,25,26,1,51,3,1,
2132430384.1646825652,1,1,4,,,,1,
356009920.1647794831,2,9,10,,,,1,
1259839770.1642438316,12,,90,5,,,1,1
1637048999.1651830978,1,,3,,,,1,
696938690.1648785395,9,7,77,,,,1,2
1224240833.1594872189,10,3,122,,1,,1,
5b73a62c1ee76e684c004f25,24,51,232,26,25,2,1,
109230597.1624933619,8,,127,12,,,1,
1975447946.1648254746,1,1,2,,,,1,
51822473.1646378608,2,20,19,,5,,1,
2000449809.1635781126,4,,62,1,,,1,1
5a0c0f951ee76e77d20001ea,7,,14,5,,,2,2
7e2f7b30-397d-4515-a99f-5bda8a63c54a,2,6,3,1,,1,1,2
cd028cef-14fd-4de0-a94b-f6d71c06ef06,2,1,9,,,,3,
260331808.1597765496,6,46,119,,1,,1,1
1133479197.1629971119,5,2,74,1,1,,1,2
1544810926.1650589111,1,,4,,,,1,
1946970151.1651911992,6,1,37,,,,5,
3dd0e316-4144-4e65-ad02-876e87048f01,13,8,32,11,,,1,
582fa7649a311438c30001b1,1,,5,,,,1,
416555202.1645633559,3,1,7,,,2,1,
1055488364.1650517095,36,5,185,82,,1,3,3
1627585911.1630114906,17,11,163,,,,2,5
1708989239.1648434767,12,37,55,4,3,2,2,2
1813541562.1645664503,7,47,125,7,,1,1,
1824211520.1653546321,2,,10,5,,,1,1
236695314.1642663911,11,7,52,,,1,1,1
5e7a1beccb5acb2c03f6d681,5,13,21,1,,1,1,1
1800275339.1642661603,31,1,145,5,,,1,1
722427491.1643078009,20,8,117,3,1,,2,1
1075453268.1650186342,5,,26,1,,,1,1
1088735371.1642941211,2,,11,,,,3,
364068492.1641146359,7,8,235,13,9,,4,2
573320220.1650595804,2,30,61,,3,1,1,
5abc8f161ee76e5c58000050,1,6,2,1,3,,1,1
1771572207.1643530792,1,1,13,,,,1,
1513647422.1651631675,2,,12,2,,1,1,
351856889.1647493587,4,3,52,2,,10,5,2
58159c38e7e9dd6c6d000885,2,,2,,,1,1,
876771074.1638151238,28,5,201,3,,2,3,2
949540366.1644974022,18,10,74,,,2,1,1
1757100637.1641633813,3,,3,,,,2,
1799299609.1652181020,1,6,24,7,1,,2,
888114398.1645848353,10,2,36,7,,,2,2
129387829.1651827920,1,6,9,,,,1,
1509792075.1646822120,1,2,3,,,,2,
1777489149.1641421826,1,,,,,,1,
348659007.1640786249,12,14,286,9,1,,1,
5b2b6d264f27e81457000d6c,4,1,19,,,,2,1
960d0756-1890-4fcd-9ee7-3bf94cb01734,3,,7,3,,,1,3
a27cb623-ffdb-4935-b8ea-2c25c6b69c80,8,11,13,2,,1,3,7
1270745321.1641012042,1,,,,,,1,
5cc9655351d08449ba005711,5,3,42,1,,9,2,
821070508.1653027455,1,5,7,1,,,1,2
82b6ac46-d503-4ac6-835e-3a351289cb9d,7,7,27,7,,3,1,2
1545856858.1638967550,1,,37,,,,1,
1580666316.1631893777,12,2,57,,,,1,1
1895266593.1641709556,1,,3,,,,10,
378717303.1637059922,17,3,249,7,5,5,1,17
142517143.1648501336,3,,7,,,,1,
2072099962.1635134521,4,,34,,,,1,1
595a03ece7e9dd1b640000d6,2,6,16,16,7,2,2,
5fc350f097b278084468a620,5,,29,,,,1,
7f65c575-f52e-4447-aa6f-ae68c38ce61c,40,27,141,5,6,,2,
1815517847.1642672203,28,1,440,10,,,6,9
1828935560.1648437402,1,1,4,,,,1,
5c91f40b9f7bfc4b5c001c9a,11,,42,7,,,1,4
634844842.1651819364,1,,20,,,,1,
7c876737-cec2-4273-880b-800be723ed93,3,1,6,,,,2,1
562382781.1634110174,16,5,136,8,,,2,2
5b6a6a551ee76e129e000dd2,7,7,25,17,,,1,1
2068348618.1651826765,4,,6,,,,2,
5bf6a2e41ee76e470600001e,8,,16,8,11,1,1,1
610311920.1648625302,3,,19,,,,2,
5a62c62a0e126623730004a4,1,10,16,,,,1,
2089827629.1643104398,2,,21,,,,1,
345989926.1649511142,3,2,15,,,,1,
56dff67fe7e9dd262d00010c,11,3,33,1,,6,1,
572572994.1652237916,1,2,2,,,,1,
5e71de755962b469c1f6c06b,5,42,46,1,15,1,2,2
5f647b7e5962b461ec5e8f17,7,2,17,1,,1,2,
755904593.1564804838,20,,170,,,,1,
1667824640.1640142142,23,3,92,9,,,1,2
1840212796.1646383506,2,16,37,1,1,,2,
1434034304.1607691702,11,1,98,2,,,1,
1475605441.1634948320,3,3,14,,,,1,
2016678874.1642075452,12,26,252,2,8,,1,1
1076215623.1651951728,1,2,2,,,,1,
218903957.1647325341,1,3,5,,,,1,
349232253.1645965347,10,2,52,,,,3,2
851311354.1638499727,2,,14,,,,2,
1144946819.1653544473,1,1,2,,,,1,1
2022267976.1644408028,9,66,83,1,,,1,
2132174107.1644465847,3,2,39,,,,1,1
57fdc4b8e7e9dd31f2000871,7,2,21,,1,,1,
5e3d54b45962b469c1f2a1e8,6,3,12,,,,1,
829390398.1650561235,9,9,31,3,,,1,
1631401596.1640073062,11,2,42,,,,1,
1912017147.1653744406,1,3,3,1,,,1,
5e6f1ceccb5acb31d77755ea,6,,8,2,,,1,1
299222008.1615253913,21,29,174,7,5,5,1,
1071844147.1644471928,7,1,110,4,,,1,1
1744926760.1647938659,1,2,7,,,,2,
de13d74e-1b8c-4da3-966e-6931feed4c12,5,4,12,,,,1,4
2036168573.1644190887,1,1,10,,,,1,
5ad32246a9fa4c19fb34893d,10,41,103,4,1,2,2,5
78921532.1646391497,13,6,49,,,,1,
174817164.1641889189,13,9,211,14,,,1,2
503295414.1644303047,2,,41,,,,2,1
849043813.1642251082,2,,8,,,,3,
5785a5069a31140d6d00b5d3,5,2,37,13,,,1,
589b6117944d18de7f000ef3,7,42,103,3,,,2,1
514753127.1646659232,2,4,6,,2,1,1,
598d10831ee76e6c8a001840,4,5,8,,,,1,1
1641059125.1641812682,1,,5,,,,1,
512124947.1644543827,21,1,71,,,,3,
118726497.1649768494,4,6,25,,,1,3,
42654874.1647231619,3,41,62,2,1,,1,
592f65fe9a3114154500174f,3,2,4,,,,1,
5b5739210e126642820000f6,7,,14,3,,1,2,1
75968353.1641775674,3,,13,,,,1,1
809070920.1641571994,2,,20,,,,2,2
2026867746.1611040351,8,9,71,,1,,1,2
5d56743b5962b40a9b95a755,3,3,19,9,,,1,
854742226.1648125795,2,2,5,1,3,,1,
235504502.1611393653,5,8,46,4,,,1,1
5d1236785962b43a40af6a42,2,3,6,,,,2,
723938498.1641873838,6,8,58,,,,2,2
7344b8bf-d2c9-4f09-9164-58300e80f441,3,4,14,,4,1,1,
1578862902.1641912363,5,7,111,13,2,,1,1
229642026.1649411762,7,,29,,,,1,1
573042900.1645168560,5,3,38,,,,1,
153099047.1644399118,4,1,29,,,,1,
37a33e41-2777-4ef9-8ace-9be2ad6a244b,2,,3,,,,2,
387791524.1650981282,10,4,86,5,2,1,1,1
5d36d68f5962b477df081c44,1,1,4,,1,,2,
716a04c6-9900-4d06-8ac2-77ded4c880c9,10,2,66,4,1,,2,
1406858231.1649219178,12,,36,1,,,5,
577e2aeee7e9dd5c77000000,1,,9,4,,2,1,
641632476.1644855204,3,1,83,,,,1,1
1691282766.1645431389,1,2,8,,,,1,
62342fb893e89e0022cfb2fe,1,1,13,,,,1,1
697469377.1642475592,11,2,138,,,,1,
1440556410.1647687939,1,1,2,,,,1,
18794051.1643887112,2,,21,,,,1,1
553888933.1645635553,4,3,28,1,1,,1,
580836d39a3114228a00068f,12,1,38,4,,,6,5
1301885732.1619545294,15,5,73,4,,,1,
1579533839.1650882092,1,33,30,,8,2,1,
1648631554.1587781940,4,2,32,4,,,1,
1824512940.1653991081,1,1,2,,,,1,
308338525.1651501755,3,7,14,,,,1,2
5fa2905e97b2783a258aac90,6,,8,,,,7,8
883437598.1639988324,15,4,127,6,,1,1,
1186953494.1646749540,1,1,17,4,,,2,
551217544.1645500568,7,10,90,6,,,2,1
5b53ff7a9f7bfc4e460010ee,9,17,25,3,5,,1,3
1374830285.1649156820,2,,8,1,,2,1,
1059316501.1641697880,1,,2,,,,1,
1829048183.1638495067,4,5,78,8,,,1,1
1979244808.1652774901,1,,3,,,,1,1
1981978678.1645071714,7,4,201,,2,1,1,1
256868671.1642217147,14,3,116,1,,,1,
1973315838.1642817580,1,,7,,,,1,
300685158.1642728406,1,,30,,,,2,
5722e7249a311469df0058d2,1,,2,,,,1,1
f6aa514e-1e90-4ad3-b274-5835de415566,2,,26,4,,4,1,
0d5e0acb-f8a7-4ff3-b259-818b532ee1bf,1,,2,,,,1,
1013915327.1652286649,7,,44,3,,,1,2
1876210791.1647363510,8,2,71,1,,,1,1
630600930.1646142201,5,5,11,,,,1,
1939013135.1582789068,18,,64,1,,,1,
526307485.1642719360,3,,15,,,,4,
1441858971.1649331858,1,,4,,,,1,
416158869.1583155507,2,3,28,5,,,1,
1659299041.1640247688,15,22,131,12,,1,1,2
432391814.1654234538,1,,3,,,,1,1
973036228.1641913576,2,,15,,,,1,
bf9ad5c1-4283-46e7-860c-17a65ea665c8,4,28,21,,21,1,1,
20870952-bf1d-4ae3-ad79-87fe1772af89,1,,1,,,,1,
1204754983.1631775459,3,3,37,5,,1,3,
491569385.1644237387,4,13,113,,,,2,
5ec8cb5a5962b4059eeb1f58,14,4,38,,,,1,1
1013108645.1642496356,26,6,222,,1,,8,6
152770477.1647657963,11,1,53,11,,3,1,1
644994745.1652019002,4,18,29,2,,2,1,
62396a864b6eef001b5e5abc,2,2,7,,1,,1,
1381147011.1644830137,2,,11,,,,2,
1407066233.1641216137,1,,,,,,1,
1545839890.1640740356,3,,10,,,,1,
1930273097.1646083111,6,2,17,,1,,3,
59d9c0361ee76e0657000b6c,3,13,15,,,2,2,2
756533308.1641650033,1,,1,,,,1,
753655098.1634001571,19,,67,3,,,1,1
1920997937.1648547707,5,16,21,,3,1,1,
349595659.1651815647,8,,33,,,,1,
1352092546.1647740651,2,,4,1,,,1,
1453562421.1641270003,11,133,958,27,71,15,3,5
1648058948.1642572064,13,4,58,,,,1,1
1188504236.1642124463,2,,38,5,,,1,
1660341329.1647614976,5,2,13,,1,,1,
1269048960.1653032118,1,16,15,,,1,1,
758305678.1641690348,3,,20,,,,1,
467934000.1640929589,2,,4,,,,1,
759040233.1633403417,8,4,25,,,1,2,
1896431991.1642682880,8,50,395,15,6,2,1,
1911181278.1641040584,7,4,83,10,2,,1,1
af67e0f0-6736-43e2-bdf7-94e62c7f36ba,5,5,7,,,,1,1
b7b5681e-a430-4c25-bd88-2ac3d10a7830,1,1,2,,,,1,1
1846668533.1644910458,1,,16,,,,2,2
1998912958.1654482642,3,5,29,2,,,1,2
5d59396fb00e8c005d399d4d,4,34,100,2,25,2,1,
1305286329.1641358973,7,,73,1,,,1,2
1410892673.1644920353,10,7,90,5,,1,3,1
168695223.1647699596,10,57,109,4,,,3,
280028507.1642335178,1,,1,,,,2,
ea69fa2a-d12d-4bf2-ad19-d926894658dc,7,20,28,1,,1,2,1
1386908766.1646581525,1,,3,,,,1,1
534690312.1653487333,1,1,3,2,,,1,
646318599.1643073586,8,4,66,,,,1,1
1058590078.1642593937,1,,10,,,,3,
114475969.1628743876,20,,99,1,,,1,
5c0e58719f7bfc73dd000001,8,,18,,,,3,
5c7cff689f7bfc715500226b,3,1,7,1,,1,1,1
db102ff6-f0e0-4bbb-9043-a3aace7ab9dd,10,,29,1,,1,2,
1693011761.1644220057,3,,125,5,,,1,
341522973.1647094178,10,12,188,4,,,1,
5d1d773c5962b477df06d4a7,22,5,84,23,,1,5,5
839176517.1613658100,3,,30,1,,,1,1
1157760828.1645161426,62,18,464,6,,3,1,
1409713180.1633572245,32,9,178,1,,3,2,
292118391.1641892061,2,1,7,,,,1,
337fb906-37f6-4618-90bf-df509633a48a,2,17,37,1,13,,2,1
1821421742.1641561968,1,,3,,,,5,
728384555.1650510609,34,29,190,,,,1,
ca62129b-b7b7-44c7-8f40-70e67f06e0d7,7,5,13,1,5,3,1,
1733341983.1648081632,6,,17,2,,,1,1
2046765884.1652842389,4,1,35,1,,,1,
710902890.1635920016,9,1,68,28,,1,4,3
994336828.1644054384,1,2,29,3,3,,1,
1363545722.1649144468,10,37,71,5,,,1,
1650768381.1642245744,3,,10,,,,1,
1827699845.1643854084,4,4,60,3,,,1,1
612603047.1642905785,20,4,160,13,,,1,1
7e4ce16a-f263-452a-80e0-7ef72a916b0e,5,3,15,,,,2,3
1218257767.1651398145,2,2,3,,,,4,
1557276126.1611753645,4,4,54,1,7,,1,
5e887f50cb5acb2c03f7e411,9,31,40,1,2,,3,3
992917367.1643162895,1,,13,,,,1,1
1266533862.1644719213,1,,15,,,,1,
1788588898.1642419169,7,,64,,,,1,
2251f18c-e713-40cb-a303-de66d972fc37,4,6,16,3,5,,2,3
2973700.1633345587,11,10,200,8,1,,4,3
1910776524.1646455104,49,7,223,49,,2,9,2
803645096.1647334599,4,38,64,,1,2,2,
1554185664.1645255098,12,3,73,1,,,1,1
578b6847e7e9dd50c000eb7b,5,4,36,,,,1,
712308026.1647670470,1,1,2,,,,1,
1301270487.1653470081,1,,6,1,,,1,1
2047073405.1627274273,6,6,36,3,,,1,
58421bd19a31142c8100018b,12,14,41,,1,1,1,
5c4839b74f27e87120000787,4,2,4,3,,1,1,3
1118460117.1642773233,2,4,23,,,,1,
1767138057.1642260277,2,19,39,4,,16,1,
338624700.1640773394,17,6,177,3,,,1,1
800568099.1625582091,42,10,262,7,,1,1,2
1132083423.1629254962,3,2,63,,1,,1,3
565ff8449a311424080000c6,5,1,5,,,1,1,1
648040564.1641498321,1,,,,,,1,
616714064.1648115108,6,32,42,,3,,3,2
799232686.1646320557,2,2,3,,,,1,
8df93f40-b84a-457c-8603-f2f40b82e20b,6,1,66,3,1,,1,5
270598023.1648182387,5,2,24,1,,,1,1
1743511530.1642682265,6,11,64,,1,,2,1
382367686.1634351769,29,,99,1,,,2,1
5bf6b3479f7bfc5e910002e5,7,4,23,8,,,1,1
230381538.1646408559,5,7,19,,,1,1,
5c1a0ee14f27e859a10003c7,8,3,24,,,2,1,
434918032.1633658240,15,31,74,3,,,2,
736284409.1653556616,1,1,4,,,,1,
1192534798.1651722955,30,9,299,3,,,1,
1538769367.1619961726,11,6,167,3,,1,2,1
526309960.1642072777,2,,5,,,,3,
574980148.1583136095,40,,194,2,,,3,2
1337354044.1651805256,7,2,36,2,,,1,1
580971269a3114645f000083,4,3,16,,5,,1,
2130795416.1608047664,5,6,74,,,,1,1
681fde05-635b-499b-ba49-9ffec2be5931,2,4,6,,1,,3,3
1206429386.1640584098,5,9,69,,1,,1,
1391028876.1649594875,11,8,78,3,,1,1,
1840076587.1643464302,6,1,114,6,1,,3,3
430833951.1645683877,9,4,60,,,,1,1
2108838857.1644034915,6,10,123,,5,,1,3
5e56948e5962b469c1f49260,4,6,10,1,,,1,1
1140109715.1653642699,3,4,6,,,,1,
1565981794.1640664597,4,2,37,2,,,1,1
38529865.1641900862,1,,1,,,,3,
613dcdab78214600160a0d7c,1,,4,,,,1,1
8c7e289a-0916-48e8-a23b-d54f96a2bb00,4,267,90,,4,,1,1
1628538895.1642300414,1,,35,,,,4,
2035371501.1644590709,6,15,73,5,2,,1,
53726619.1645889304,4,,30,4,,2,1,
577626e69a31145c88000c86,1,,4,4,,,1,1
755864868.1649482861,7,,55,3,,,1,2
1725948434.1621522515,5,2,15,,,,1,
5ac97fc50e126601bb0005ac,4,,11,3,,,1,
571055a5e7e9dd1787007e61,2,6,15,2,2,,1,
1026583308.1642972210,1,,4,,,,1,
1240546086.1641568289,4,5,103,14,,,1,
1414508602.1645669015,31,57,300,18,,2,3,3
1492230601.1647841957,1,4,6,,,,1,
29d3ccaf-2aa6-4657-b0fd-68eb645a32ac,7,7,20,,,1,4,
716550980.1578117376,15,5,197,28,,,7,7
9dc3c06b-9aaa-483c-a4d8-6dc0082d8351,4,8,17,2,2,3,1,1
1203962716.1649835697,7,6,64,15,,2,1,
1871150570.1625662576,8,1,54,4,,,1,1
573474325.1642068833,1,,8,,,,1,
194375696.1642799969,1,,40,,,,1,1
181635954.1646499373,1,,4,,,,2,
851651828.1647509067,2,1,5,,,,1,
2126913013.1618887620,25,7,345,14,1,,2,2
1116159108.1644550085,5,,71,,,,2,1
1848445312.1649499525,1,6,16,1,,,1,
1979976754.1640060075,17,1,87,2,,,1,
5c468fcd9f7bfc4b370000b9,3,19,29,8,,1,3,2
960203346.1643885129,2,4,25,1,,,1,
1654930278.1642723160,1,,5,,,,1,
1132592392.1647133792,1,1,2,,,,1,
1510323551.1621667818,12,41,129,10,,,1,
1572580956.1642477235,14,1,234,3,,,8,12
49916513.1644004297,3,1,64,,,,1,
590c7e239a31141841000e2f,2,,17,5,,,1,
740862157.1642004528,12,3,65,2,,,1,1
2032256466.1645018035,2,17,132,,,,1,3
36875172.1646988813,1,2,4,,,,2,1
5965ede7e7e9dd573e0001a6,3,2,4,1,12,,2,1
465696517.1641804334,1,,5,,,,2,
5e9e9ebe97b2782f04781715,4,,6,1,,,1,1
1299439961.1654179875,1,3,6,,,,1,1
1921571065.1644892874,6,7,36,6,2,,10,
421912113.1647264595,7,20,68,3,1,1,1,
489225130.1630086125,5,,97,1,,,2,2
5b69de8ea9fa4c2316359faa,3,25,17,,5,,1,1
5c3d8a981ee76e131c000008,6,2,24,1,,,1,
1453827633.1642000479,2,,5,,,,1,
2033014764.1616241350,7,2,21,2,,,1,
5abda1681ee76e1ca90003e1,4,6,9,2,,,1,1
5f1a70a7cb5acb59bba5140e,7,9,53,5,,,3,
1185548755.1646750191,2,,15,1,,1,1,
440288622.1640880441,7,,137,6,,,2,1
403117256.1645429660,4,11,92,17,2,2,2,1
9a03affd-44f0-4bee-a94e-4300631cd900,3,5,6,,3,,1,1
1265238494.1647396877,2,2,4,,,,1,
459795959.1649061535,1,1,3,,,,1,
57b59fae9a31142b95000173,7,12,56,,2,,1,
5cad906751d08412240004f8,6,14,25,,,,2,2
5d78add99ec1366c6a0040c7,1,,,,,,1,
1066403735.1645670609,1,3,146,3,,,1,
2021378923.1653996722,8,1,21,,,,1,1
70154558.1641029675,1,,,,,,1,
1640752930.1652500888,2,2,4,,,,4,
1826601569.1647436890,2,5,7,,,,2,
1130028664.1643355624,1,,21,,,,2,
5fae630bb5164f5a76b1894d,4,3,39,,,,1,
823506262.1636714127,14,,51,,,,1,2
1367624981.1647563984,3,6,11,,,,3,
1786162440.1642754022,1,1,26,1,,,1,1
647055919.1621353685,2,,30,9,,,1,
425178707.1651677030,3,,22,,,,1,
5d81f5608944a4005de6cf4d,3,,9,,,,1,2
1665738267.1648387263,25,5,107,5,,,1,
1968785251.1641566152,4,,16,3,,,1,1
581403e99a311417b3000101,4,7,7,,,1,1,
676153670.1637712002,7,10,107,,3,,1,1
444804149.1644371910,4,12,107,9,,,1,
1963745253.1653278625,1,5,7,,,,1,
838840005.1638439024,11,1,190,4,,1,1,2
102044959.1651152602,2,1,7,,,,2,
1851226633.1653619997,6,,21,3,,,1,1
1283967985.1646888834,1,,6,,,,2,
1574490523.1643100930,15,1,74,,,,1,
5a9681d44f27e832430000a0,4,11,13,,,,2,2
bd5062eb-c068-4c0a-8873-ca07bc0021ff,13,14,37,,3,2,1,7
115493820.1647399758,1,,2,,,,1,
5d3a6837791f39005b9feceb,6,5,80,,,,2,1
976086127.1645018354,2,4,34,,1,,3,
1143329866.1645682092,14,2,135,2,,3,5,6
345227475.1650776315,3,5,7,,,,1,
419435253.1646459733,1,1,2,,,,1,
1962323814.1642751445,1,2,25,1,,,2,2
46348937.1641457200,2,,1,,,,2,
826584999.1649960885,13,3,34,4,,,1,1
905010729.1642687828,8,12,63,1,,,2,
1653106432.1644348380,1,1,21,,,,1,
47379016.1641557149,3,4,66,,4,,2,
1665398987.1652189792,2,2,8,,,,1,2
1418fc52-9db0-4b04-917c-eddeb4423d28,4,1,12,7,1,,2,2
792386582.1646985214,1,10,21,,,,1,
1461214292.1649654611,1,,3,,,,1,
155570580.1644130996,3,,18,1,,,1,
5bd69c319f7bfc383f000052,8,25,16,1,5,,3,3
958573756.1647483636,1,2,4,,,,1,
1991579918.1647956084,1,,5,,,,1,
5bff587e1ee76e39d7000b08,5,1,21,,,,1,
1873668028.1648711341,1,,7,2,,,1,1
5d5c16dfcb5acb6684ffced3,1,6,4,,,,2,1
965342671.1644398687,2,,21,,,,2,2
1435417037.1598414197,3,8,49,,,,2,
1687891887.1641719579,1,1,5,,4,,1,
2024026447.1603099926,2,8,18,,5,1,2,2
1196512606.1643288340,1,,7,,,,1,
594a78cce7e9dd2837000045,6,,19,,,,1,1
56918459.1646018358,3,,7,,,,1,
1070672015.1639657995,4,,19,,,,1,1
2107887491.1641003098,1,,,,,,1,
2139309319.1644849501,10,,62,1,,,2,2
5bc5b8104f27e82c53002cb6,4,8,11,,2,1,1,
952703711.1641887778,4,,18,,,,2,
1039679806.1642070445,4,1,55,,,,1,1
1866793997.1647093811,1,,6,,,,1,1
1165324257.1639985259,6,,56,,,,1,
1269517185.1642559704,1,1,28,,,,2,3
1889266028.1654495603,1,,13,1,,,1,1
1148884832.1646365014,10,8,44,8,,,1,
1409042491.1647158795,2,2,18,2,,,1,
1647575926.1652285626,5,5,33,,,,1,1
727631614.1642410014,8,16,90,10,,,3,2
1057302762.1650721867,1,,9,2,,,1,
2032695865.1640536802,3,,15,,,,1,
655945304.1654705143,1,1,2,,,,1,
507566738.1646042731,3,,8,,,,1,
59faaf25a9fa4c425fe83227,32,22,91,22,,,3,
5d7a540de08016005d24df84,3,4,7,,2,,1,1
499710139.1638089424,8,5,22,,,,1,
1790606182.1641695573,1,,3,,,,1,
5954c502e7e9dd7aa5000000,6,42,55,11,3,1,1,
670696247.1644070603,4,,60,1,,,1,
767529833.1647095184,2,3,21,1,,,1,
fbb6d9cc-5e83-4aa6-86bd-a52a0e8d4623,3,,8,,,,1,
1209741706.1644135635,16,6,177,3,,,1,1
5b1183f29f7bfc27f60007aa,6,1,17,4,,,2,
1144488532.1644208186,18,5,73,,,,1,1
1527396308.1649505262,6,,34,1,,,2,1
1555704947.1641546340,1,,5,,,,1,
5aa81c084f27e82533000082,5,1,19,2,,,1,
1166379630.1642446236,2,2,114,5,,,1,1
1168654055.1649249828,4,16,34,4,,,1,2
d2f431c8-f933-477f-a0a9-5b2cf02622aa,8,2,17,1,1,,2,2
2005111269.1649251713,5,8,17,7,,,1,
757695208.1645513793,3,1,74,4,,,2,2
154207070.1646810262,4,4,22,,,3,5,
236120591.1620031986,3,10,40,,,,1,1
718434320.1644220145,5,4,29,2,,,2,1
1230585389.1642381132,7,,50,,,,1,
1273022716.1588159101,1,,3,,,,1,
1780452876.1646712792,1,1,6,,,,1,
1717288427.1649380410,2,,30,9,,,1,
1315287831.1647506446,1,1,4,,,,1,
1925570240.1652342698,4,4,6,,,,11,
1333862719.1648005024,3,1,5,,,,1,
2d3e2a8f-9616-412f-8efd-b0a09f198ad8,11,5,70,,,,1,
919164859.1650813301,3,,10,2,,,1,
1646045567.1641389954,1,,,,,,1,
5e997f565962b4344e3fd444,1,,1,,,,1,1
1774415714.1646971473,3,3,5,,,,1,
2032605259.1647162895,3,13,17,,,,1,
806519136.1645076182,4,4,47,5,2,,1,
90304102.1646020770,6,12,54,,,,1,1
eebf6a85-bbab-4f22-8e17-d064221a2d12,4,1,5,,,1,1,1
1330078931.1645080417,3,,45,3,,,1,3
1983642610.1650008678,18,14,88,,,,1,
951196496.1644542839,4,3,56,,1,,2,2
5c30634e1ee76e4bd800004b,4,4,25,3,,,4,
ca8b45b7-a096-4175-a5d5-9cce8685ede8,10,7,85,10,,,1,
1938556073.1646823523,8,,28,3,,1,1,
529301620.1649761161,19,1,92,3,,,1,1
5a235ce31ee76e19a1001c55,6,1,25,,2,,1,
93598414.1651069299,2,,6,2,,,1,
1393666961.1642505326,1,,5,,,,1,
480079477.1642991170,7,,165,13,,,1,2
682804836.1653023273,1,5,6,,,,1,
1574645127.1626071671,4,2,25,,,,3,
1686345548.1649905085,1,,9,,,,1,
5f5bac46cb5acb59bba6e11d,6,,5,,,,1,
5dc6d9209ec13623e50053bd,9,,34,3,,,3,
640535244.1641572106,7,6,55,,2,,1,
903928440.1646407923,3,2,5,,,,1,
57776e679a311435830016f0,3,,7,1,,,1,2
102370848.1642384415,7,5,89,4,,,2,2
1037273762.1641008353,1,,,,,,1,
1419540981.1547648071,6,26,40,,,,2,
96bb5a15-0461-4d71-bea3-d49a78be12a9,1,1,2,,,,1,
1133343793.1654656658,1,,7,,,,1,
70978ef0-0cce-4f8f-b80e-a574f2e1142d,2,4,6,1,1,,1,1
330113327.1646570628,13,3,48,1,,,1,
734837318.1650155751,3,,26,1,,,1,
763122540.1643158419,2,,18,,,,1,
1994976323.1636972434,11,34,238,23,2,2,1,
339702843.1653393447,2,,8,2,,,1,
378291705.1626249031,7,3,58,4,,4,1,1
1719516419.1648027149,2,4,6,1,1,,1,
1758464731.1642578873,1,,2,,,,2,
928656589.1642898888,10,1,35,3,,,1,
1952467335.1646572020,2,,19,,,1,1,
241704723.1652441415,11,66,110,5,,4,1,
512963935.1645156546,5,3,43,1,,,1,5
5f85a7665962b461ec5f1efd,8,,27,1,,,1,
415349664.1651022524,4,1,22,,,,1,
1942792623.1653734539,3,1,10,1,,,2,2
5fb3daa35962b40e8357f1d1,2,,1,,,,1,1
99008639.1650379901,2,2,10,,,,2,
1785417551.1641006329,1,,,,,,1,
1900496289.1646479146,20,107,152,7,1,1,1,
393072728.1649387774,3,,11,,,1,1,
986406654.1642491106,22,,99,,,1,4,1
597720330.1642735022,12,4,25,,,,1,
980196787.1647417155,33,15,261,14,2,,10,7
1131875918.1650829115,1,,19,1,,,1,
2141167269.1652174767,1,,3,,,,1,
42033678.1649766062,2,,5,,,,2,
5bd190864f27e87c21003410,3,8,31,1,,,1,
659602202.1646973977,1,3,4,,,,2,
156417070.1651581942,12,7,39,,,,1,1
2005233885.1637570907,4,18,53,7,,,1,
1800733285.1646713200,10,,47,6,,1,2,1
366389189.1628491977,5,26,38,,6,1,1,
1644730706.1641740604,1,,3,,,,2,
1958452187.1645082745,1,5,22,,,,1,
5d4ad7035962b477df09bdf9,4,20,19,,,2,1,
5e7eca6fcb5acb2c03f729dd,7,25,38,1,5,,1,
1570767385.1646299435,3,2,34,,,,1,
1813850978.1648485082,5,5,17,,,,1,1
1660334058.1640161829,4,8,109,4,,,1,
5bd2c51e0e126634f1001c24,12,13,36,2,,1,3,
1818309759.1648627051,8,1,48,,,,1,
586147378.1652044176,12,76,152,2,13,,1,2
5d01eb6151d084237c00697f,6,5,13,2,1,,1,
f67cd8b1-a8c0-4851-ac4e-122dcad8b928,11,,45,1,,,1,
1678025397.1600570382,1,,3,,,,2,
58aa856a6029b343fe001ff4,7,,37,4,,,3,
879248885.1641023404,1,,,,,,3,
5d10c2ad5962b43a40af51ca,1,,6,,,,1,
1245879631.1646321944,1,1,4,,,,1,
5ee8e0695962b434cb277a2d,4,2,7,,,,1,
594913923.1641535340,3,,4,,,,2,
1327090607.1646697282,4,,20,3,,,2,3
2011370669.1631605220,11,30,148,2,2,1,1,1
5d8877e7cb5acb08adf815c4,5,4,12,,,,1,1
